CustomerID,Age,Gender,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1113,27,Female,France,6,213070.67,1,1,0,20787.05,1
1114,34,Female,France,3,51313.75,1,1,1,39915.67,0
1115,77,Male,Germany,9,165451.09,3,1,0,57951.63,1
1116,37,Female,France,4,241988.34,4,0,1,112642.33,1
1117,41,Female,France,5,176322.85,3,0,0,20081.54,0
1118,22,Female,France,8,64417.58,4,1,1,81017.12,0
1119,51,Female,Germany,4,70626.48,4,0,1,82623.98,1
1120,23,Male,Germany,4,23223.69,4,1,1,41912.03,1
1121,70,Male,Germany,6,171559.37,1,1,1,16363.93,1
1122,19,Male,France,1,129608.92,3,0,1,41516.66,0
1123,30,Female,Spain,2,51617.92,3,1,1,42254.53,0
1124,79,Female,France,1,56917.08,3,1,0,106323.33,1
1125,60,Male,Germany,9,2256.14,3,0,0,42729.12,0
1126,60,Male,Spain,9,244604.85,2,1,1,57636.99,1
1127,65,Male,Spain,1,207004.55,1,1,0,16640.19,1
1128,28,Female,Germany,2,98542.49,2,0,0,97352.44,1
1129,68,Male,Spain,5,236522.46,1,0,0,76380.13,0
1130,64,Female,Spain,4,169279.98,3,0,1,58295.73,1
1131,74,Female,Germany,10,187865.63,2,0,1,108403.25,1
1132,40,Male,Spain,4,169988.87,4,0,0,105497.07,0
1133,72,Male,Spain,1,189212.21,3,1,0,55907.0,1
1134,33,Female,Germany,1,42734.73,3,1,1,109317.07,1
1135,48,Male,Spain,0,140599.5,4,0,1,58749.39,1
1136,28,Male,Spain,2,212344.07,3,0,0,41079.9,1
1137,71,Female,Spain,10,4885.65,1,0,0,110776.18,1
1138,33,Female,Spain,6,30860.74,3,0,0,111923.6,1
1139,25,Female,Germany,10,61409.95,1,0,0,131207.37,1
1140,21,Female,France,4,73681.67,1,1,0,80132.2,1
1141,57,Female,France,6,45675.97,3,0,0,42533.06,1
1142,21,Male,Spain,8,156082.6,4,0,0,127165.59,0
1143,73,Female,Germany,5,73504.77,1,1,0,34453.37,0
1144,42,Female,Germany,1,39524.96,2,0,0,141405.9,1
1145,20,Female,Spain,0,226456.55,1,1,1,52931.49,0
1146,49,Male,France,0,173758.63,4,0,1,12626.82,0
1147,20,Female,Spain,9,61514.69,3,1,1,36147.29,0
1148,44,Female,Germany,8,90238.41,4,0,0,68070.86,0
1149,46,Female,Germany,5,185196.39,4,0,0,17726.5,0
1150,49,Male,France,5,197727.52,3,1,1,67332.94,1
1151,67,Female,Germany,3,44109.04,2,1,0,38403.49,1
1152,78,Female,Germany,1,234144.02,2,0,0,12653.61,1
1153,75,Female,Germany,9,196317.98,1,1,1,51860.91,0
1154,68,Male,France,2,214203.61,1,0,1,41682.64,0
1155,36,Male,Germany,2,35964.7,2,1,1,68766.36,0
1156,38,Male,Spain,7,35841.79,3,1,0,116262.15,0
1157,22,Male,France,5,76342.21,4,0,1,81368.58,0
1158,35,Female,Spain,6,16161.6,3,0,1,117529.14,1
1159,45,Female,Spain,8,22766.83,4,1,0,57135.09,1
1160,59,Male,France,0,35801.79,4,0,1,11845.84,0
1161,78,Male,Spain,1,178107.43,2,1,0,139104.24,0
1162,39,Female,France,8,7557.57,2,0,0,54060.03,0
1163,38,Female,Spain,4,20811.2,3,0,0,83762.87,0
1164,23,Male,France,3,236045.88,4,1,0,75690.06,0
1165,18,Male,Germany,0,20914.17,3,0,0,91631.91,0
1166,22,Male,Germany,8,134365.59,1,1,1,133894.97,1
1167,58,Male,Spain,10,160643.3,2,1,1,131414.23,1
1168,29,Female,Germany,8,239648.38,2,0,0,147344.23,1
1169,43,Male,France,3,224950.68,4,0,0,83971.7,1
1170,63,Male,Spain,8,110170.69,2,1,1,139144.99,1
1171,51,Female,Germany,9,235541.02,3,1,1,77543.03,0
1172,66,Female,Germany,0,108066.47,4,1,0,16216.54,1
1173,31,Female,Spain,4,167479.68,4,1,1,30467.28,0
1174,43,Female,Germany,0,64902.02,1,1,0,56758.05,1
1175,62,Female,Germany,3,159161.13,3,0,0,111564.07,1
1176,44,Male,Spain,4,134547.24,4,1,1,21392.01,1
1177,26,Male,Germany,10,151707.76,2,1,0,60617.28,0
1178,43,Male,Germany,2,170662.8,2,1,0,147530.55,0
1179,74,Female,Germany,1,43363.83,4,1,1,119995.25,1
1180,64,Male,Germany,5,75315.7,2,1,1,90079.4,1
1181,74,Female,Spain,10,184060.35,4,1,1,18647.84,1
1182,39,Male,France,2,40956.0,4,1,0,12046.65,1
1183,64,Male,France,9,86060.03,4,1,1,24734.75,0
1184,73,Female,Germany,0,166619.67,2,1,0,55798.21,0
1185,47,Female,Germany,10,234412.75,2,1,0,94895.07,0
1186,60,Male,France,4,18825.05,3,0,0,37647.22,1
1187,65,Male,Germany,1,129140.2,1,0,0,17161.15,1
1188,78,Male,France,1,20476.33,2,0,1,22718.77,0
1189,34,Male,Spain,3,94782.99,4,1,0,69751.29,1
1190,43,Male,Spain,3,43846.63,2,1,1,118237.78,0
1191,53,Female,Spain,3,162359.61,2,1,1,124952.26,0
1192,18,Female,Spain,6,189458.14,4,1,1,50747.34,0
1193,25,Female,Spain,0,61835.8,3,1,1,102881.34,0
1194,66,Female,Spain,7,178221.79,4,0,1,64979.37,1
1195,52,Male,France,9,111704.73,3,1,1,146151.78,0
1196,78,Male,Germany,8,70895.01,2,1,1,66694.53,0
1197,69,Female,France,9,130850.42,4,1,1,65426.51,1
1198,32,Male,Spain,5,94912.54,2,1,1,80219.47,1
1199,64,Female,Germany,3,57499.06,4,1,0,13570.35,0
1200,73,Male,Germany,5,189211.2,2,1,1,68509.96,0
1201,39,Male,Spain,9,199381.04,2,0,0,126019.12,1
1202,31,Male,Spain,6,200078.06,2,1,0,95691.48,1
1203,43,Female,Spain,5,95535.7,4,0,0,145718.95,1
1204,45,Female,Spain,10,42382.11,3,1,1,55587.2,1
1205,40,Female,Spain,0,210102.82,2,1,1,32613.4,0
1206,31,Female,Spain,4,82315.97,4,1,0,115080.69,1
1207,41,Male,Germany,7,187016.7,4,0,1,16111.98,1
1208,19,Male,Spain,7,204362.64,2,1,0,32337.82,0
1209,62,Male,Spain,9,192038.12,2,0,1,80972.96,1
1210,43,Male,Germany,8,97451.51,3,1,1,115495.41,0
1211,31,Female,France,3,234504.18,2,1,0,94135.8,1
1212,76,Male,Spain,9,165040.6,3,1,1,149284.96,1
1213,73,Male,Germany,5,143936.57,1,1,1,101691.66,0
1214,68,Male,Germany,6,174477.28,4,0,0,111495.43,0
1215,24,Female,France,4,11181.78,3,1,0,149148.24,0
1216,20,Female,Spain,10,97628.74,2,0,1,92944.75,0
1217,64,Female,Spain,7,220304.29,3,0,1,110046.57,1
1218,40,Male,Spain,2,40269.93,2,1,0,51765.86,0
1219,63,Female,Germany,7,103600.16,3,0,0,85145.77,0
1220,60,Male,Spain,4,101312.0,4,0,0,137673.34,0
1221,64,Male,Spain,0,89010.43,3,1,0,129465.07,1
1222,77,Male,Spain,5,140587.83,1,0,1,52880.31,0
1223,62,Female,Spain,1,249049.51,4,0,0,60010.5,1
1224,35,Female,France,6,63962.21,3,1,0,128492.31,0
1225,75,Male,France,8,176239.28,1,1,0,49854.35,0
1226,55,Male,France,2,189498.75,1,0,1,134266.52,1
1227,52,Female,Spain,9,146124.62,3,0,0,118327.72,1
1228,68,Female,Spain,3,24368.92,4,0,1,31329.91,1
1229,32,Female,Germany,3,143093.37,3,0,0,110767.1,0
1230,42,Male,Germany,3,238366.12,4,0,1,126805.77,0
1231,72,Male,Germany,2,85515.04,4,1,0,30207.99,0
1232,54,Male,Spain,4,159922.03,3,0,1,74028.83,1
1233,45,Female,France,8,239849.43,1,0,1,130767.94,1
1234,27,Female,France,10,199497.57,4,1,0,37811.0,0
1235,56,Female,France,7,172076.93,2,1,0,72872.48,1
1236,74,Male,Spain,9,242787.22,2,0,1,95787.83,1
1237,34,Male,France,1,42645.74,1,1,0,23615.33,0
1238,56,Female,Germany,8,193187.2,1,0,0,39687.81,0
1239,39,Male,Germany,9,101708.94,3,1,1,75342.25,0
1240,43,Female,France,1,90107.92,4,1,0,62315.39,0
1241,79,Male,Germany,6,130168.13,3,1,0,55468.64,0
1242,61,Female,France,4,8437.76,2,1,0,13691.38,0
1243,42,Male,France,6,78132.41,2,1,0,139910.9,0
1244,34,Male,Germany,4,41553.87,4,0,1,131999.19,0
1245,30,Female,Germany,5,34672.72,4,0,1,64966.73,0
1246,37,Female,Germany,7,84335.13,2,1,1,35392.49,0
1247,42,Female,Germany,0,200566.09,3,1,1,19666.41,1
1248,21,Female,France,10,50277.77,4,1,0,27246.3,0
1249,27,Female,Germany,0,132853.95,3,1,1,94283.15,0
1250,20,Male,Germany,4,187164.05,4,0,0,112748.41,0
1251,58,Female,Spain,0,60242.88,1,1,0,31899.08,1
1252,62,Female,Germany,2,231050.82,3,1,1,25790.67,1
1253,35,Female,Germany,9,216624.48,2,0,0,106751.04,0
1254,64,Male,France,8,62794.55,1,1,1,82383.13,0
1255,53,Female,France,6,247409.52,3,0,0,62057.14,0
1256,64,Female,Spain,5,167292.77,4,1,0,111497.07,1
1257,39,Female,Germany,7,71525.01,2,1,1,73794.79,1
1258,51,Male,Germany,7,170259.36,4,0,0,75117.03,0
1259,64,Male,Germany,5,166562.07,3,1,0,12203.78,0
1260,25,Female,Germany,3,151548.41,1,0,1,54241.29,0
1261,57,Male,Germany,3,177924.03,3,0,1,10704.85,1
1262,66,Female,Germany,3,67078.92,2,0,0,139338.62,1
1263,61,Male,Spain,5,244746.37,1,0,1,51151.47,1
1264,36,Female,Germany,0,214473.94,2,1,0,35272.81,0
1265,59,Male,Germany,1,186435.34,4,1,1,22725.62,1
1266,58,Female,Germany,5,6576.25,1,0,1,16529.04,0
1267,54,Female,Spain,10,147596.34,3,0,0,134041.28,1
1268,23,Male,Germany,0,176621.0,4,0,1,33591.8,0
1269,69,Female,Spain,8,213524.96,4,0,0,96447.88,0
1270,43,Female,France,5,236539.28,3,0,1,101170.54,0
1271,51,Female,Germany,6,228963.27,4,1,0,54456.22,0
1272,76,Female,Spain,0,101511.23,2,1,0,126654.46,1
1273,73,Male,France,7,224125.3,3,0,1,39964.24,0
1274,76,Female,Spain,4,187.2,4,1,1,20004.12,1
1275,62,Male,Spain,4,87868.8,1,1,0,19595.87,1
1276,23,Male,France,5,28470.27,3,0,1,52059.76,1
1277,54,Male,Germany,6,220766.93,3,1,0,74854.51,1
1278,74,Male,Germany,6,231995.48,4,0,0,98110.85,0
1279,50,Female,Spain,4,64002.1,3,0,0,112019.16,0
1280,70,Female,France,0,91827.61,3,1,1,35016.73,1
1281,39,Male,Germany,10,245969.4,3,1,1,105749.22,0
1282,38,Female,Spain,8,141515.87,3,0,0,35555.61,0
1283,23,Male,France,5,124263.96,3,1,1,149607.03,0
1284,23,Female,Spain,8,125108.86,3,0,1,144269.53,1
1285,72,Female,France,10,174047.04,2,0,1,24337.05,1
1286,65,Female,Germany,3,238635.76,4,0,0,101716.81,0
1287,21,Male,Germany,1,91655.61,2,0,0,136457.37,0
1288,47,Male,Spain,2,43164.49,4,0,1,21298.34,0
1289,28,Female,Germany,3,46253.22,3,0,0,27357.41,1
1290,79,Male,Germany,9,5089.76,4,0,0,58579.66,1
1291,79,Male,France,7,138852.62,2,1,0,23401.99,1
1292,47,Female,Germany,2,232279.3,4,1,1,133982.9,1
1293,48,Male,France,7,178269.22,3,0,0,132576.28,0
1294,41,Female,France,5,248241.13,3,1,0,142819.78,1
1295,72,Female,Spain,3,227381.85,3,1,1,38698.89,0
1296,26,Female,France,6,122964.42,2,0,1,16349.17,1
1297,72,Male,Germany,10,121637.35,1,0,0,72247.92,1
1298,20,Female,France,4,157089.31,3,1,1,133277.46,0
1299,68,Female,France,4,27733.9,3,0,0,99382.55,0
1300,48,Male,Spain,8,151921.06,4,1,1,149764.4,1
1301,57,Male,Germany,2,116018.5,1,0,0,136796.14,1
1302,54,Male,Germany,9,160685.11,4,0,1,64985.06,0
1303,53,Male,Germany,3,141302.49,2,0,0,15534.63,1
1304,41,Female,France,4,77598.97,1,0,0,10723.98,1
1305,48,Male,Germany,0,151940.5,3,1,0,100188.86,1
1306,23,Male,Germany,6,91503.59,1,0,0,138207.23,0
1307,19,Male,France,7,48655.29,3,0,1,72192.23,1
1308,37,Male,Spain,5,168767.71,2,0,0,132400.89,0
1309,45,Female,Spain,8,76586.77,4,1,0,89343.72,1
1310,28,Male,France,2,222256.19,2,1,1,23722.75,1
1311,21,Female,Spain,1,49833.11,2,0,1,121764.15,1
1312,32,Male,Spain,4,150036.01,3,0,0,78963.16,0
1313,23,Female,Spain,8,142887.19,4,0,1,17148.95,0
1314,71,Female,Germany,10,49435.45,2,0,0,124044.5,0
1315,66,Male,Spain,0,109971.71,1,1,1,116071.6,0
1316,47,Female,Germany,0,168884.69,2,1,1,74020.22,1
1317,73,Male,Spain,9,79631.8,3,0,0,12724.99,0
1318,55,Female,Germany,2,28457.66,1,0,0,58571.14,1
1319,68,Female,France,9,153810.18,1,1,0,70893.11,0
1320,79,Female,France,2,56030.48,4,0,0,33144.08,1
1321,74,Male,Spain,4,170368.74,1,0,0,32526.68,1
1322,19,Female,Germany,3,209866.77,1,1,1,33377.31,1
1323,32,Male,France,5,30838.84,3,0,1,61880.79,0
1324,28,Female,France,7,109402.28,4,1,1,124456.17,1
1325,25,Female,France,7,111230.57,2,0,1,116310.05,0
1326,43,Female,France,10,158133.98,1,0,0,11416.02,0
1327,68,Female,Spain,3,83601.98,2,1,1,11349.97,1
1328,62,Female,Germany,0,104642.29,2,1,1,20877.5,0
1329,61,Female,France,6,2997.81,2,1,1,75321.45,0
1330,22,Male,Spain,5,30606.48,4,1,1,134443.51,1
1331,23,Male,France,4,142465.52,2,1,0,35516.0,0
1332,43,Male,France,3,53973.95,3,1,0,76751.42,0
1333,71,Female,France,5,36144.22,4,0,1,15704.65,0
1334,21,Male,France,7,81103.19,4,0,1,12845.7,1
1335,36,Female,Spain,5,40883.92,4,1,1,11047.52,0
1336,37,Male,Germany,2,14905.61,4,0,1,113135.33,1
1337,50,Male,Spain,8,70964.56,1,0,0,13335.49,1
1338,37,Female,Spain,2,41089.61,1,1,1,48334.18,0
1339,66,Female,Spain,3,199848.94,2,0,0,100306.71,1
1340,29,Male,France,4,15664.24,1,1,1,96611.13,1
1341,64,Male,Germany,10,186860.81,4,1,0,17720.27,0
1342,18,Male,France,1,95699.09,2,1,1,45933.34,0
1343,43,Male,Spain,10,168830.33,3,1,0,99505.11,0
1344,31,Female,France,9,13172.36,1,1,0,64914.41,1
1345,55,Male,Germany,10,230176.0,4,1,0,75215.19,0
1346,54,Female,Germany,9,191843.92,2,1,1,38992.0,0
1347,79,Female,France,1,35035.77,1,1,1,15286.04,1
1348,28,Male,Spain,5,54696.09,4,0,0,58328.4,0
1349,53,Female,France,1,160999.06,2,1,0,105617.76,0
1350,30,Male,Spain,9,230390.65,1,0,1,117314.13,0
1351,60,Female,Germany,0,111458.1,3,1,1,92954.19,1
1352,20,Female,France,7,121408.2,1,0,0,65048.13,0
1353,50,Male,Germany,9,59450.07,4,1,1,91639.01,1
1354,23,Female,Spain,9,95752.72,4,1,0,108698.41,1
1355,67,Female,Spain,0,71504.43,3,0,1,115738.05,0
1356,73,Male,France,9,87642.79,3,0,1,23228.01,0
1357,27,Female,France,5,5149.41,2,1,0,122417.72,0
1358,22,Female,France,0,10265.19,2,1,1,18886.69,0
1359,40,Male,Germany,7,170171.63,4,0,1,131864.04,1
1360,27,Male,Spain,4,170448.8,1,1,1,64913.72,0
1361,61,Female,Spain,2,82557.65,3,0,0,86569.12,1
1362,19,Female,Germany,4,221365.6,2,1,0,50597.55,0
1363,30,Female,France,0,66528.03,4,1,1,69732.96,0
1364,57,Male,France,0,98946.2,4,0,0,128327.13,1
1365,19,Female,Germany,3,182843.91,4,1,1,51397.49,1
1366,37,Female,Spain,8,185892.03,3,1,0,88985.23,1
1367,18,Female,Spain,8,215291.44,3,1,0,100591.08,0
1368,54,Female,Spain,0,7264.76,3,0,1,30497.15,0
1369,26,Female,Spain,2,45939.67,1,1,1,118894.25,0
1370,34,Female,Germany,3,160142.94,3,0,1,149869.46,1
1371,26,Male,Spain,1,84549.94,4,0,0,31708.61,1
1372,28,Male,Germany,6,10890.42,3,0,1,117503.83,1
1373,32,Female,France,2,146616.67,1,0,1,30590.23,1
1374,41,Female,Germany,0,98268.3,1,1,1,143035.88,0
1375,55,Male,Spain,0,91023.71,4,0,0,67537.98,1
1376,72,Male,France,2,66091.07,2,0,0,147188.37,0
1377,52,Male,Germany,5,1499.47,3,1,0,19508.49,1
1378,47,Female,Germany,3,45590.0,3,1,1,120737.36,0
1379,48,Female,Germany,0,118558.82,1,0,1,76272.93,0
1380,66,Female,France,6,68934.11,1,0,0,50529.16,0
1381,22,Female,Germany,1,218597.17,2,1,1,114704.33,0
1382,79,Male,Spain,4,35749.92,1,1,0,98946.02,0
1383,77,Male,France,7,218835.07,1,1,0,136403.89,0
1384,61,Male,France,6,101206.45,1,0,0,44833.36,0
1385,67,Male,Germany,10,68960.08,1,0,0,141564.35,1
1386,31,Female,Spain,7,76072.96,2,0,0,99861.55,1
1387,70,Female,France,9,82517.7,3,1,1,73060.77,1
1388,73,Male,Germany,10,126641.0,3,0,1,17438.38,1
1389,28,Male,Spain,5,88470.58,3,0,0,117124.66,1
1390,26,Male,Germany,6,161801.59,3,1,1,130176.23,1
1391,51,Male,Germany,8,106294.75,3,0,0,123341.85,0
1392,29,Male,France,5,167910.93,4,1,1,112993.25,0
1393,52,Female,France,8,151106.6,4,1,0,145717.56,0
1394,52,Female,Germany,1,61113.49,1,1,1,128874.39,0
1395,18,Male,France,1,203193.32,4,1,0,139903.06,1
1396,57,Male,France,1,199745.37,3,0,0,112267.03,1
1397,39,Male,Spain,5,247245.12,1,0,0,124829.0,0
1398,77,Female,Spain,1,43762.53,3,1,0,50482.15,1
1399,46,Female,Germany,2,211959.55,3,0,0,103645.88,1
1400,25,Female,Germany,7,217995.23,1,0,1,38775.43,1
1401,28,Male,Germany,7,160541.04,3,1,0,19697.87,0
1402,58,Female,Germany,10,126596.19,4,0,1,91095.9,0
1403,54,Male,Spain,3,239314.89,1,1,0,119607.26,1
1404,31,Female,France,8,243172.98,2,0,0,21586.09,1
1405,77,Female,Spain,7,160424.36,2,0,1,35379.44,1
1406,47,Female,Germany,0,89889.96,2,1,0,23015.43,0
1407,52,Male,Germany,7,204291.3,3,1,0,98784.92,1
1408,38,Male,Spain,0,22313.87,3,1,0,21130.29,1
1409,54,Female,Spain,3,72648.91,3,0,0,23061.38,0
1410,22,Male,Germany,9,246388.57,3,0,0,46983.42,1
1411,36,Male,France,5,203583.35,1,0,0,47832.88,0
1412,76,Male,Germany,6,234895.62,2,1,1,88050.51,0
1413,31,Male,Spain,9,148698.64,4,0,0,14506.09,0
1414,43,Male,Germany,3,101918.11,1,1,1,96148.26,1
1415,79,Male,Germany,7,244922.53,2,1,0,67639.14,1
1416,21,Male,France,7,77356.4,2,1,0,35022.46,1
1417,42,Female,Germany,8,189353.57,1,0,1,101468.48,0
1418,62,Male,Germany,5,139551.74,1,1,1,56154.35,1
1419,59,Male,Germany,3,57126.79,1,0,0,125848.52,1
1420,42,Female,Spain,1,4370.82,4,1,1,148520.55,0
1421,35,Female,Spain,6,95941.02,2,1,0,119064.04,0
1422,57,Female,France,9,136921.35,4,0,0,114018.6,1
1423,25,Female,Germany,2,45797.6,4,1,0,59721.48,0
1424,56,Male,Spain,10,103638.72,4,0,1,84844.8,1
1425,57,Female,France,2,153797.48,4,1,1,17375.39,1
1426,31,Female,Germany,2,178730.78,4,0,1,111826.93,1
1427,49,Male,France,3,13185.63,1,1,1,104505.64,0
1428,68,Male,France,1,166045.21,4,1,0,47709.28,1
1429,78,Male,France,4,14166.83,3,1,1,84779.1,0
1430,55,Female,France,2,7046.37,1,0,1,105103.94,1
1431,50,Male,France,9,38103.01,2,1,1,61505.17,0
1432,40,Female,France,4,163411.01,2,1,0,111585.13,0
1433,32,Male,France,6,13205.36,1,0,0,121539.76,1
1434,50,Male,Germany,8,5224.05,4,0,0,41295.14,1
1435,42,Female,Germany,1,29489.88,1,0,1,52175.58,0
1436,34,Male,France,8,237430.25,2,0,0,66218.81,0
1437,50,Male,Germany,9,226819.44,2,1,0,42994.94,1
1438,64,Male,France,5,21616.49,1,1,0,118585.06,0
1439,72,Male,Germany,5,76003.3,3,1,1,90057.98,1
1440,19,Male,Spain,10,236823.11,3,1,1,63214.4,1
1441,31,Female,France,2,24421.92,3,1,0,12248.66,1
1442,70,Female,Spain,9,23649.0,2,0,0,55621.96,1
1443,57,Male,France,8,21500.97,3,1,0,127110.28,1
1444,57,Female,France,3,244119.06,3,0,0,114091.62,0
1445,68,Female,Spain,4,185777.13,1,1,0,19433.07,0
1446,56,Female,Spain,2,53621.09,4,1,1,122202.35,0
1447,68,Male,Spain,4,11486.82,4,0,0,35067.66,1
1448,23,Male,France,7,241310.38,1,0,0,148187.52,1
1449,23,Male,Spain,7,106372.26,4,1,0,131596.57,0
1450,20,Female,Spain,7,149593.85,3,1,1,137856.47,0
1451,24,Female,Germany,5,69799.06,2,1,1,117723.06,1
1452,68,Male,Germany,0,189590.08,3,0,0,109508.75,0
1453,25,Male,Spain,10,49200.59,1,1,1,44221.22,0
1454,59,Female,Spain,9,196727.98,4,0,1,92095.78,0
1455,69,Female,Spain,5,57650.76,1,0,1,107499.48,1
1456,32,Male,Spain,10,24478.06,1,0,0,50332.08,0
1457,64,Female,Germany,9,119705.64,3,0,0,65763.12,1
1458,46,Female,France,6,203304.2,4,0,0,142587.04,1
1459,50,Female,Spain,8,96216.17,2,0,0,67114.05,0
1460,69,Female,Spain,7,7218.41,3,0,0,54153.27,0
1461,47,Female,Germany,10,138327.43,1,1,1,25009.75,0
1462,56,Female,Spain,7,170117.85,1,0,1,57787.79,0
1463,44,Female,Spain,6,185173.74,4,0,1,95700.02,0
1464,53,Male,Germany,1,100481.24,1,1,0,30682.49,0
1465,46,Male,Spain,0,24254.91,1,1,1,94740.11,1
1466,55,Female,Spain,1,146081.61,3,0,0,113767.38,1
1467,74,Female,Germany,5,82386.97,4,1,0,117554.16,0
1468,50,Female,France,1,236721.87,3,1,1,147873.2,0
1469,78,Male,Spain,9,125678.03,2,0,1,70838.63,1
1470,54,Male,Spain,3,118066.51,1,1,0,14540.57,0
1471,44,Female,France,9,77302.38,3,0,1,129656.58,0
1472,72,Male,Germany,2,84696.63,3,1,1,21692.0,0
1473,50,Female,France,5,128188.7,4,0,1,130632.01,1
1474,79,Female,Spain,7,76666.2,1,1,0,147578.06,0
1475,21,Female,France,10,223076.22,3,0,0,136955.22,1
1476,39,Female,Germany,5,109754.48,1,0,1,144961.47,1
1477,19,Female,Spain,1,73005.52,2,0,1,13267.03,1
1478,27,Female,Germany,4,38848.71,1,0,0,11591.78,0
1479,22,Female,Germany,10,168087.68,1,1,0,39441.69,0
1480,76,Male,France,5,6446.74,3,0,0,121819.72,0
1481,27,Female,France,8,112498.95,4,1,0,22518.05,0
1482,50,Male,Germany,5,137530.46,4,1,1,114512.55,1
1483,71,Female,Germany,9,84946.15,4,0,0,11758.41,0
1484,55,Female,Spain,4,187454.44,2,0,0,112353.9,0
1485,30,Male,Germany,0,168915.12,2,1,1,45009.69,0
1486,48,Male,Germany,9,242849.75,3,1,1,71661.44,0
1487,64,Female,France,4,127191.7,4,0,1,146710.76,1
1488,53,Male,Germany,4,134453.09,2,0,0,87242.92,1
1489,62,Female,Germany,5,61459.83,4,0,0,20447.31,1
1490,41,Female,France,6,96370.97,4,0,1,132238.43,1
1491,69,Male,Spain,3,6715.15,2,1,0,55313.42,1
1492,73,Male,France,6,172318.7,4,0,0,91949.47,1
1493,32,Male,France,4,77905.7,1,0,0,109648.08,0
1494,46,Male,Germany,5,135091.75,3,1,1,118851.85,0
1495,25,Female,Germany,3,63748.1,2,0,1,70549.35,1
1496,22,Male,Spain,7,155259.05,2,1,0,118232.26,1
1497,46,Male,Germany,8,111895.62,4,0,0,26365.2,1
1498,64,Male,Spain,1,120465.16,2,0,0,83593.64,0
1499,21,Male,Spain,10,235651.78,1,0,0,13063.96,1
1500,29,Male,Spain,3,176540.08,4,1,0,66877.95,1
1501,62,Female,Spain,10,65474.93,1,0,1,61067.29,0
1502,19,Female,Germany,7,125980.45,3,1,1,146938.57,1
1503,44,Male,France,7,116668.2,3,0,0,65698.81,0
1504,48,Male,France,8,198763.15,1,0,1,136992.9,1
1505,68,Female,Germany,2,208338.78,4,0,0,70941.97,0
1506,68,Male,Germany,0,70860.71,3,1,0,84674.29,0
1507,53,Female,Spain,8,205287.86,4,0,0,59100.26,0
1508,53,Female,Germany,0,44875.35,4,0,1,99602.18,0
1509,43,Male,France,2,190692.64,3,0,1,113476.84,1
1510,60,Female,Germany,2,62196.14,3,1,1,120748.4,1
1511,44,Male,Germany,8,74482.79,1,1,1,107151.54,0
1512,22,Male,Spain,0,213116.96,4,0,1,56192.66,1
1513,37,Female,Spain,6,105018.72,1,1,1,56283.42,0
1514,28,Female,Spain,1,247641.46,2,1,0,58707.1,1
1515,79,Male,Spain,6,37985.76,2,0,0,15296.4,1
1516,27,Female,France,0,115837.26,2,1,0,142027.28,0
1517,57,Male,Germany,9,183112.58,2,1,0,37401.53,1
1518,55,Female,Germany,9,1341.76,3,1,1,32289.22,1
1519,23,Female,Spain,7,37963.82,3,1,1,87329.63,0
1520,25,Male,France,9,5089.19,1,0,0,16638.17,1
1521,40,Male,France,9,248219.47,3,1,1,127298.06,0
1522,64,Male,Germany,1,190156.17,3,0,1,132668.08,0
1523,43,Female,Spain,2,93389.77,3,0,1,65693.38,1
1524,63,Male,Germany,7,39071.23,2,0,1,145998.61,1
1525,60,Male,Germany,2,22595.81,1,0,1,55396.02,0
1526,29,Female,France,0,132976.8,4,1,1,46433.06,0
1527,43,Female,France,8,243972.83,4,1,0,148556.49,1
1528,30,Male,Germany,7,168652.74,4,0,1,45042.73,0
1529,57,Male,Spain,3,91284.59,2,1,1,72195.34,0
1530,79,Male,Spain,7,125212.74,3,1,0,95661.52,1
1531,35,Male,Germany,4,249725.84,3,0,0,55154.22,0
1532,42,Female,Germany,2,129691.56,4,0,0,63790.37,0
1533,50,Female,Spain,0,241050.37,4,0,0,110906.26,1
1534,64,Male,Spain,9,4090.43,1,1,0,111223.51,0
1535,57,Male,Spain,4,180240.78,2,0,0,122506.59,1
1536,77,Male,Germany,10,156790.36,3,0,0,93118.24,0
1537,60,Female,France,5,171332.46,4,1,0,42693.34,0
1538,29,Male,Spain,3,142641.77,4,0,0,56635.31,1
1539,61,Male,Spain,6,11044.19,1,1,1,136098.94,0
1540,53,Female,Spain,2,37390.98,3,1,1,112721.97,1
1541,65,Female,Germany,6,230562.82,3,0,0,22323.97,0
1542,21,Male,France,0,58231.25,1,0,0,115506.31,0
1543,22,Male,France,6,248234.32,1,0,0,56292.07,1
1544,73,Female,Spain,0,169897.12,3,0,1,13251.78,1
1545,54,Male,Germany,10,111088.62,1,1,0,77722.46,1
1546,25,Male,France,0,230012.21,4,0,1,133675.47,1
1547,59,Female,Germany,1,198746.55,3,0,1,72208.92,1
1548,66,Female,France,1,107241.27,2,1,1,148432.03,1
1549,45,Female,Spain,3,17148.24,3,0,1,34930.71,1
1550,48,Male,Germany,0,217076.14,1,0,0,59125.64,0
1551,75,Female,Spain,3,191259.98,2,1,0,12326.63,0
1552,26,Female,France,1,197683.71,4,0,0,17049.55,1
1553,71,Male,France,3,186214.68,4,1,0,59604.37,0
1554,68,Male,Spain,3,68938.62,4,0,0,83974.34,1
1555,46,Female,France,8,214711.43,1,0,1,43193.17,1
